server_id,sample_date,cpu_avg_pct,cpu_peak_pct,cpu_p95_pct,mem_avg_pct,mem_peak_pct,mem_p95_pct,disk_iops_avg,disk_iops_peak,disk_read_iops_avg,disk_write_iops_avg,disk_throughput_mbps_avg,net_in_gb,net_out_gb,net_in_peak_mbps,net_out_peak_mbps
srv-0136,2026-08-14,15.4,20.2,18.5,51.5,60.3,57.2,172.5,417.7,94.9,77.6,8.63,6.068,3.619,4.4,1.6
srv-0136,2026-08-15,7.0,21.5,16.4,47.7,56.1,53.2,108.0,556.7,59.4,48.6,5.4,4.159,2.602,3.8,1.8
srv-0136,2026-08-16,8.7,12.5,11.2,48.1,55.9,53.1,129.4,347.6,71.2,58.2,6.47,3.364,2.173,2.6,1.3
srv-0136,2026-08-17,15.0,23.2,20.3,51.3,61.7,58.1,214.7,468.3,118.1,96.6,10.74,5.421,4.018,2.8,1.7
srv-0136,2026-08-18,12.5,18.7,16.5,50.1,52.8,51.9,116.1,256.8,63.9,52.3,5.81,2.997,3.248,2.1,2.3
srv-0136,2026-08-19,10.0,16.1,14.0,49.5,55.0,53.1,132.7,354.8,73.0,59.7,6.63,3.591,2.165,3.2,2.1
srv-0136,2026-08-20,11.8,19.0,16.5,50.1,59.6,56.3,142.5,366.6,78.4,64.1,7.12,4.884,2.219,4.0,2.2
srv-0136,2026-08-21,13.9,21.3,18.7,50.8,54.5,53.3,187.8,348.3,103.3,84.5,9.39,3.049,3.778,2.6,1.5
srv-0136,2026-08-22,8.7,14.4,12.4,47.9,58.2,54.6,116.8,326.5,64.2,52.6,5.84,3.593,1.498,2.6,1.4
srv-0136,2026-08-23,7.2,11.5,10.0,47.2,50.7,49.4,97.9,251.5,53.9,44.1,4.9,2.58,1.681,1.2,0.8
srv-0136,2026-08-24,10.3,13.2,12.2,49.6,57.8,54.9,166.6,303.7,91.7,75.0,8.33,2.524,3.361,1.8,3.1
srv-0136,2026-08-25,12.5,39.0,29.7,49.6,55.6,53.5,125.4,688.5,69.0,56.4,6.27,7.382,5.737,3.8,5.0
srv-0136,2026-08-26,12.6,16.3,15.0,50.6,61.4,57.6,158.8,440.1,87.3,71.4,7.94,3.344,4.438,1.6,3.0
srv-0136,2026-08-27,13.1,21.8,18.8,51.1,57.2,55.1,158.4,371.1,87.1,71.3,7.92,3.399,3.319,2.1,2.1
srv-0136,2026-08-28,13.1,19.7,17.4,51.0,57.6,55.3,184.6,404.8,101.5,83.1,9.23,3.901,4.359,2.8,3.7
srv-0136,2026-08-29,6.2,9.4,8.3,47.1,53.3,51.1,107.0,277.2,58.9,48.2,5.35,1.589,1.145,0.9,0.6
srv-0136,2026-08-30,7.7,11.3,10.0,47.1,50.7,49.4,92.4,193.5,50.8,41.6,4.62,1.654,1.438,1.4,0.7
srv-0136,2026-08-31,10.8,29.8,23.2,49.9,54.8,53.1,139.8,584.6,76.9,62.9,6.99,8.44,4.248,7.3,3.7
srv-0136,2026-09-01,12.9,17.7,16.0,50.2,53.7,52.5,124.9,313.1,68.7,56.2,6.24,2.761,2.607,2.5,1.0
srv-0136,2026-09-02,10.7,16.7,14.6,49.4,54.5,52.7,108.3,291.5,59.6,48.7,5.41,3.938,1.981,2.2,1.2
srv-0136,2026-09-03,13.8,22.8,19.7,51.1,58.5,55.9,166.7,345.3,91.7,75.0,8.33,3.455,4.032,2.5,4.0
srv-0136,2026-09-04,14.4,23.8,20.5,51.0,55.4,53.9,157.1,294.9,86.4,70.7,7.86,4.347,3.003,3.2,1.1
srv-0136,2026-09-05,9.8,16.1,13.9,48.3,58.6,55.0,101.1,182.6,55.6,45.5,5.05,3.536,2.658,3.1,2.3
srv-0136,2026-09-06,6.9,9.7,8.7,47.1,51.7,50.1,106.6,196.2,58.6,48.0,5.33,2.482,1.888,1.5,0.8
srv-0137,2026-08-08,21.3,60.8,47.0,84.4,96.5,92.3,420.4,1612.5,294.3,126.1,12.61,3.018,2.008,1.2,1.5
srv-0137,2026-08-09,25.3,35.8,32.1,86.5,94.3,91.6,760.9,1758.2,532.6,228.3,22.83,1.68,0.796,0.7,0.4
srv-0137,2026-08-10,37.4,63.5,54.3,91.4,99,96.4,1053.2,2735.0,737.2,316.0,31.6,3.561,1.659,2.6,1.1
srv-0137,2026-08-11,36.0,58.4,50.5,88.9,96.7,94.0,715.0,1298.7,500.5,214.5,21.45,2.589,1.685,1.1,1.4
srv-0137,2026-08-12,31.6,72.5,58.2,89.1,99,95.5,881.8,3374.3,617.2,264.5,26.45,3.564,2.485,1.7,1.0
srv-0137,2026-08-13,41.8,99,79.0,90.4,99,96.0,854.5,3677.6,598.1,256.3,25.63,3.609,2.226,2.0,1.4
srv-0137,2026-08-14,35.5,56.1,48.9,88.7,93.2,91.6,924.4,2319.6,647.0,277.3,27.73,3.356,1.006,1.4,0.9
srv-0137,2026-08-15,26.7,70.8,55.4,86.3,99,94.5,679.6,2588.7,475.7,203.9,20.39,3.907,2.114,2.1,1.6
srv-0137,2026-08-16,23.9,33.6,30.2,84.3,95.9,91.8,404.2,1125.8,282.9,121.3,12.13,1.526,1.23,1.4,1.1
srv-0137,2026-08-17,36.8,55.6,49.0,90.4,97.3,94.9,875.9,2395.1,613.1,262.8,26.28,3.597,1.723,3.0,1.4
srv-0137,2026-08-18,41.4,62.2,54.9,90.3,95.4,93.6,780.8,2009.2,546.6,234.2,23.42,2.289,1.133,1.4,0.5
srv-0137,2026-08-19,34.6,45.9,41.9,88.0,99,95.2,786.2,1881.2,550.3,235.9,23.59,1.749,1.784,1.3,1.4
srv-0137,2026-08-20,42.3,65.0,57.0,90.7,99,96.1,1163.9,2548.4,814.7,349.2,34.92,3.869,1.882,2.4,1.3
srv-0137,2026-08-21,34.9,49.8,44.6,89.0,99,95.5,860.0,1770.8,602.0,258.0,25.8,3.868,1.87,2.4,1.1
srv-0137,2026-08-22,30.2,48.0,41.8,86.6,92.2,90.2,762.3,1501.0,533.6,228.7,22.87,1.692,1.546,1.0,1.5
srv-0137,2026-08-23,25.4,38.1,33.7,86.6,99,94.6,795.9,1828.9,557.1,238.8,23.88,2.955,1.567,2.6,1.6
srv-0137,2026-08-24,35.1,51.5,45.8,90.6,99,96.1,710.8,1590.0,497.6,213.2,21.32,4.599,1.812,3.4,1.5
srv-0137,2026-08-25,39.1,57.5,51.1,89.9,99,95.8,889.7,1973.1,622.8,266.9,26.69,2.323,1.072,1.1,0.9
srv-0137,2026-08-26,43.4,96.8,78.1,91.3,99,96.3,1056.4,4473.3,739.5,316.9,31.69,4.804,2.98,2.6,1.4
srv-0137,2026-08-27,40.6,67.4,58.0,90.5,99,96.0,985.8,2009.6,690.0,295.7,29.57,4.315,1.315,2.9,0.9
srv-0137,2026-08-28,30.9,42.8,38.6,88.5,97.2,94.1,881.3,2461.1,616.9,264.4,26.44,2.9,1.773,1.2,1.6
srv-0137,2026-08-29,30.4,38.8,35.8,86.4,96.8,93.2,520.7,1142.3,364.5,156.2,15.62,2.458,1.632,1.5,1.0
srv-0137,2026-08-30,26.3,39.6,35.0,85.9,90.7,89.0,524.3,1374.4,367.0,157.3,15.73,1.772,1.138,1.0,0.9
srv-0137,2026-08-31,31.5,49.1,42.9,89.7,99,95.7,884.2,1864.4,619.0,265.3,26.53,3.652,1.693,2.9,1.3
srv-0137,2026-09-01,35.6,54.0,47.6,90.6,96.0,94.1,947.2,2622.6,663.0,284.2,28.42,3.078,1.908,1.5,1.3
srv-0137,2026-09-02,34.6,95.2,74.0,90.2,95.9,93.9,712.5,3149.8,498.7,213.7,21.37,7.011,3.711,4.5,1.5
srv-0137,2026-09-03,38.6,60.5,52.8,90.9,99,96.2,860.0,1682.8,602.0,258.0,25.8,3.197,2.047,2.2,1.5
srv-0137,2026-09-04,34.7,50.5,45.0,89.9,99,95.8,763.0,1908.7,534.1,228.9,22.89,2.277,1.738,1.5,1.2
srv-0137,2026-09-05,22.8,34.4,30.3,84.5,93.6,90.4,576.6,1467.8,403.6,173.0,17.3,1.867,1.294,1.4,1.2
srv-0137,2026-09-06,23.7,35.3,31.2,84.7,99,94.0,621.4,1459.4,435.0,186.4,18.64,1.579,1.079,1.3,0.5
srv-0138,2026-08-08,3.0,5.1,4.4,35.0,39.1,37.6,209.9,415.0,115.5,94.5,10.5,3.483,2.107,1.4,1.9
srv-0138,2026-08-09,4.0,5.0,4.6,35.5,37.6,36.9,205.1,494.2,112.8,92.3,10.26,3.905,3.222,2.1,2.8
srv-0138,2026-08-10,5.5,7.4,6.7,36.7,40.9,39.4,305.6,645.7,168.1,137.5,15.28,3.523,2.96,3.1,1.6
srv-0138,2026-08-11,5.3,6.8,6.3,36.5,43.8,41.2,256.5,675.0,141.1,115.4,12.83,5.292,3.213,4.2,2.9
srv-0138,2026-08-12,5.9,17.2,13.2,37.0,43.3,41.1,221.4,950.0,121.8,99.6,11.07,13.51,5.523,12.1,4.3
srv-0138,2026-08-13,5.0,7.6,6.7,36.3,40.6,39.1,307.3,562.1,169.0,138.3,15.37,5.463,2.086,3.1,0.9
srv-0138,2026-08-14,5.8,8.5,7.5,37.6,45.3,42.6,303.3,622.4,166.8,136.5,15.17,4.351,3.355,3.3,1.3
srv-0138,2026-08-15,3.2,5.0,4.3,35.1,37.3,36.5,177.4,400.0,97.6,79.8,8.87,2.465,1.588,1.6,0.9
srv-0138,2026-08-16,3.3,5.1,4.5,35.0,39.3,37.8,141.8,354.9,78.0,63.8,7.09,4.102,2.008,2.3,1.4
srv-0138,2026-08-17,5.3,8.7,7.5,37.7,44.7,42.3,283.4,733.6,155.9,127.5,14.17,5.25,3.015,4.0,2.6
srv-0138,2026-08-18,4.7,6.9,6.1,36.4,43.2,40.8,265.0,569.1,145.8,119.3,13.25,4.648,3.2,1.9,1.6
srv-0138,2026-08-19,4.7,6.6,5.9,36.9,39.4,38.5,322.3,794.0,177.3,145.1,16.12,3.524,4.199,2.4,4.3
srv-0138,2026-08-20,5.3,8.9,7.7,37.4,41.7,40.2,345.4,628.0,190.0,155.4,17.27,3.535,3.351,2.8,3.3
srv-0138,2026-08-21,4.4,7.4,6.4,36.5,38.7,37.9,199.1,434.8,109.5,89.6,9.95,3.77,3.7,2.5,1.5
srv-0138,2026-08-22,2.7,3.6,3.3,34.5,41.7,39.2,175.4,439.9,96.5,78.9,8.77,3.254,1.761,1.8,0.7
srv-0138,2026-08-23,3.6,5.4,4.7,35.5,38.7,37.6,226.2,531.3,124.4,101.8,11.31,3.702,3.277,2.1,1.3
srv-0138,2026-08-24,6.0,8.1,7.4,37.1,41.6,40.0,310.9,621.2,171.0,139.9,15.55,4.005,2.761,1.8,1.7
srv-0138,2026-08-25,6.1,10.0,8.6,37.1,45.0,42.3,252.2,505.3,138.7,113.5,12.61,6.611,2.346,5.7,1.8
srv-0138,2026-08-26,5.6,7.3,6.7,37.5,40.7,39.6,363.9,721.8,200.1,163.7,18.19,4.513,2.849,3.9,2.1
srv-0138,2026-08-27,5.3,7.2,6.5,37.3,40.6,39.4,359.1,672.5,197.5,161.6,17.96,6.874,2.175,4.6,0.9
srv-0138,2026-08-28,6.4,9.5,8.4,37.5,40.0,39.1,331.5,874.4,182.3,149.2,16.58,4.914,2.779,4.3,2.3
srv-0138,2026-08-29,3.7,6.2,5.3,35.5,37.9,37.1,208.8,406.6,114.8,94.0,10.44,2.678,1.789,2.4,1.3
srv-0138,2026-08-30,3.4,5.1,4.5,35.5,37.3,36.7,185.7,428.3,102.1,83.6,9.28,4.373,3.295,3.4,2.7
srv-0138,2026-08-31,4.0,6.2,5.4,36.1,43.2,40.7,183.6,456.0,101.0,82.6,9.18,5.325,2.088,3.8,1.0
srv-0138,2026-09-01,5.8,7.7,7.1,37.5,40.4,39.4,267.7,633.0,147.2,120.5,13.38,5.363,4.234,2.7,2.4
srv-0138,2026-09-02,4.1,6.0,5.3,36.4,39.4,38.4,252.9,541.1,139.1,113.8,12.64,4.789,2.995,1.9,1.4
srv-0138,2026-09-03,4.4,5.9,5.4,36.5,41.9,40.0,241.9,615.1,133.0,108.9,12.1,3.921,2.028,3.4,1.4
srv-0138,2026-09-04,4.4,5.8,5.3,36.8,44.6,41.9,247.5,541.3,136.1,111.4,12.37,4.493,2.85,3.9,1.2
srv-0138,2026-09-05,3.1,5.2,4.5,35.2,40.3,38.5,184.4,446.0,101.4,83.0,9.22,2.701,1.945,2.1,1.5
srv-0138,2026-09-06,3.6,5.0,4.5,35.5,41.6,39.5,217.5,500.9,119.7,97.9,10.88,3.108,2.243,2.2,1.6
srv-0139,2026-08-08,8.9,13.8,12.1,62.7,73.6,69.8,588.4,1083.9,323.6,264.8,29.42,3.624,1.094,1.6,1.0
srv-0139,2026-08-09,8.3,11.0,10.0,62.6,73.6,69.7,487.3,895.9,268.0,219.3,24.37,2.614,1.105,1.2,0.6
srv-0139,2026-08-10,13.4,21.1,18.4,67.1,79.7,75.3,1081.3,2859.1,594.7,486.6,54.07,3.671,1.752,3.1,1.7
srv-0139,2026-08-11,11.8,15.0,13.9,65.6,74.4,71.4,879.4,1940.3,483.7,395.7,43.97,3.958,2.477,1.6,2.3
srv-0139,2026-08-12,14.6,23.4,20.4,67.2,73.5,71.3,765.4,1775.7,421.0,344.4,38.27,4.059,1.782,3.3,0.9
srv-0139,2026-08-13,14.6,20.4,18.4,65.9,71.3,69.4,734.0,1516.0,403.7,330.3,36.7,3.258,2.15,2.9,1.0
srv-0139,2026-08-14,11.8,16.1,14.6,65.7,78.4,74.0,939.4,2300.7,516.6,422.7,46.97,3.756,2.261,2.0,1.6
srv-0139,2026-08-15,10.4,14.6,13.1,63.9,77.7,72.9,529.3,1382.1,291.1,238.2,26.47,2.415,1.652,1.2,1.2
srv-0139,2026-08-16,10.3,14.3,12.9,64.3,67.9,66.6,578.2,1333.2,318.0,260.2,28.91,3.554,2.158,3.2,1.8
srv-0139,2026-08-17,16.7,28.1,24.1,67.9,79.3,75.3,1094.0,2306.8,601.7,492.3,54.7,5.813,2.451,5.0,1.5
srv-0139,2026-08-18,12.2,15.4,14.3,65.7,76.6,72.8,643.8,1701.0,354.1,289.7,32.19,4.291,1.757,3.7,1.8
srv-0139,2026-08-19,13.3,17.6,16.1,67.2,78.1,74.3,693.9,1333.1,381.6,312.3,34.69,3.765,2.95,2.0,2.3
srv-0139,2026-08-20,15.2,21.9,19.6,67.7,81.6,76.7,1137.4,2604.9,625.5,511.8,56.87,3.649,2.492,1.4,2.1
srv-0139,2026-08-21,15.9,24.3,21.3,66.9,78.0,74.1,882.7,2333.9,485.5,397.2,44.13,4.344,2.268,2.0,1.4
srv-0139,2026-08-22,10.9,17.5,15.2,64.3,70.3,68.2,775.6,1932.6,426.6,349.0,38.78,3.518,2.321,2.4,2.2
srv-0139,2026-08-23,9.0,12.1,11.0,63.1,71.7,68.7,589.9,1509.9,324.4,265.4,29.49,3.173,1.572,2.2,1.1
srv-0139,2026-08-24,11.8,18.3,16.0,66.0,75.3,72.1,851.0,2209.7,468.0,382.9,42.55,3.438,1.706,2.0,1.6
srv-0139,2026-08-25,14.6,20.9,18.7,67.8,75.3,72.7,956.3,1979.3,525.9,430.3,47.81,7.267,3.175,3.4,2.8
srv-0139,2026-08-26,10.9,18.4,15.8,65.5,77.0,73.0,766.2,1593.5,421.4,344.8,38.31,5.834,2.437,3.4,1.8
srv-0139,2026-08-27,13.4,21.3,18.5,65.7,75.8,72.3,808.0,1658.5,444.4,363.6,40.4,4.07,2.04,3.7,1.0
srv-0139,2026-08-28,16.2,21.5,19.7,67.0,73.5,71.2,1025.1,2350.3,563.8,461.3,51.26,6.126,1.785,2.8,1.8
srv-0139,2026-08-29,11.4,16.6,14.8,64.1,68.5,67.0,512.0,1117.3,281.6,230.4,25.6,4.995,1.897,2.9,1.9
srv-0139,2026-08-30,8.9,13.1,11.6,63.4,71.8,68.8,705.7,1826.6,388.1,317.6,35.29,2.267,1.211,2.0,0.9
srv-0139,2026-08-31,14.3,19.0,17.3,66.5,80.9,75.9,975.6,2642.0,536.6,439.0,48.78,4.54,1.806,3.9,0.7
srv-0139,2026-09-01,17.6,23.2,21.2,67.9,81.6,76.8,922.1,2513.2,507.2,415.0,46.11,6.442,2.06,5.2,1.0
srv-0139,2026-09-02,15.5,24.3,21.2,68.2,80.0,75.8,985.7,2215.5,542.2,443.6,49.29,6.585,1.764,2.9,0.9
srv-0139,2026-09-03,14.4,19.2,17.5,67.4,82.1,77.0,1071.6,2474.2,589.4,482.2,53.58,5.733,2.465,5.0,2.4
srv-0139,2026-09-04,14.2,19.1,17.4,67.3,74.6,72.0,944.4,2632.6,519.4,425.0,47.22,6.807,2.941,5.2,1.6
srv-0139,2026-09-05,9.3,13.2,11.8,64.3,72.9,69.9,604.0,1551.5,332.2,271.8,30.2,4.645,1.435,2.2,1.4
srv-0139,2026-09-06,9.3,12.6,11.5,63.6,68.4,66.7,463.5,1172.5,254.9,208.6,23.18,3.588,0.989,2.6,0.7
srv-0140,2026-08-08,21.2,33.3,29.0,27.9,31.0,29.9,653.0,1659.1,457.1,195.9,19.59,0.962,1.361,0.7,1.2
srv-0140,2026-08-09,21.6,33.6,29.4,28.3,34.1,32.1,664.4,1454.2,465.1,199.3,19.93,0.942,1.663,0.4,0.7
srv-0140,2026-08-10,36.2,59.7,51.5,30.3,35.2,33.5,1047.5,2886.7,733.3,314.3,31.43,2.34,2.991,1.9,1.2
srv-0140,2026-08-11,35.3,51.8,46.0,30.3,34.4,33.0,1394.5,3518.3,976.2,418.4,41.84,1.665,2.256,1.5,1.3
srv-0140,2026-08-12,43.3,58.9,53.5,30.1,36.1,34.0,1001.7,2545.2,701.2,300.5,30.05,2.309,3.536,2.0,2.1
srv-0140,2026-08-13,36.6,46.6,43.1,29.8,36.1,33.9,1004.0,1909.6,702.8,301.2,30.12,1.473,1.964,1.3,1.6
srv-0140,2026-08-14,36.4,58.3,50.7,30.2,32.4,31.6,1239.7,2689.3,867.8,371.9,37.19,2.586,1.663,1.8,1.2
srv-0140,2026-08-15,22.2,32.7,29.1,28.0,30.3,29.5,629.0,1276.3,440.3,188.7,18.87,1.355,1.142,1.1,1.0
srv-0140,2026-08-16,26.1,35.7,32.4,28.6,34.5,32.4,731.7,1739.6,512.2,219.5,21.95,0.895,1.253,0.7,1.1
srv-0140,2026-08-17,34.9,55.6,48.3,29.3,34.4,32.6,703.6,1652.3,492.5,211.1,21.11,1.401,1.589,1.3,1.5
srv-0140,2026-08-18,36.5,48.0,44.0,29.7,35.0,33.1,833.6,1952.4,583.5,250.1,25.01,1.442,2.422,0.7,2.3
srv-0140,2026-08-19,33.4,53.0,46.2,29.8,34.3,32.7,1000.8,2027.0,700.6,300.2,30.02,1.289,2.142,0.6,1.1
srv-0140,2026-08-20,41.9,68.8,59.4,30.3,35.6,33.8,1329.8,2451.3,930.8,398.9,39.89,1.525,2.386,1.1,1.1
srv-0140,2026-08-21,39.4,52.8,48.1,30.5,36.5,34.4,1126.0,2508.3,788.2,337.8,33.78,2.659,3.853,1.7,2.0
srv-0140,2026-08-22,24.4,34.8,31.2,28.5,33.7,31.9,630.2,1699.4,441.2,189.1,18.91,1.588,2.247,0.8,2.1
srv-0140,2026-08-23,24.4,34.6,31.0,28.3,30.2,29.6,778.4,1538.2,544.9,233.5,23.35,0.763,1.944,0.3,1.6
srv-0140,2026-08-24,32.7,43.0,39.4,29.5,33.3,32.0,731.5,1405.3,512.0,219.4,21.94,1.817,2.655,1.2,2.6
srv-0140,2026-08-25,34.3,56.6,48.8,29.3,34.8,32.8,975.4,2028.6,682.8,292.6,29.26,1.019,2.918,0.6,2.1
srv-0140,2026-08-26,47.4,65.0,58.9,30.5,34.4,33.0,1104.4,2322.6,773.1,331.3,33.13,1.956,2.85,1.2,1.1
srv-0140,2026-08-27,33.5,42.4,39.3,29.9,32.0,31.2,872.2,1657.3,610.6,261.7,26.17,2.249,3.038,1.8,1.5
srv-0140,2026-08-28,32.6,50.6,44.3,29.8,33.0,31.9,919.3,2312.7,643.5,275.8,27.58,1.393,2.733,1.3,1.2
srv-0140,2026-08-29,20.8,26.0,24.2,28.0,29.9,29.2,679.0,1448.7,475.3,203.7,20.37,1.053,1.746,0.7,1.1
srv-0140,2026-08-30,27.3,37.7,34.1,28.6,34.3,32.3,861.6,2016.4,603.1,258.5,25.85,1.456,1.276,1.1,0.6
srv-0140,2026-08-31,30.8,41.7,37.9,29.7,33.3,32.1,1157.4,2221.8,810.2,347.2,34.72,2.142,3.185,1.6,3.2
srv-0140,2026-09-01,34.7,58.2,50.0,30.2,32.4,31.6,836.5,1763.2,585.5,250.9,25.09,1.28,2.775,0.8,1.1
srv-0140,2026-09-02,28.9,42.6,37.8,29.5,34.0,32.4,794.4,1590.4,556.1,238.3,23.83,1.073,1.655,0.7,1.1
srv-0140,2026-09-03,32.5,47.8,42.5,30.0,33.0,31.9,876.9,1672.6,613.8,263.1,26.31,2.317,1.926,2.0,0.7
srv-0140,2026-09-04,39.5,56.8,50.8,29.8,35.5,33.5,908.4,2270.9,635.9,272.5,27.25,1.758,2.168,0.8,0.9
srv-0140,2026-09-05,28.8,46.3,40.2,28.7,34.7,32.6,925.8,1922.0,648.1,277.8,27.78,1.231,1.748,0.8,0.8
srv-0140,2026-09-06,29.7,48.6,42.0,28.7,34.8,32.7,874.2,1919.8,612.0,262.3,26.23,1.731,1.519,0.8,1.5
srv-0141,2026-08-08,16.3,27.3,23.5,67.8,73.4,71.4,598.0,1135.1,328.9,269.1,29.9,3.287,2.839,1.9,1.1
srv-0141,2026-08-09,14.5,20.8,18.6,67.8,75.4,72.7,562.8,1520.4,309.5,253.3,28.14,1.626,1.52,0.9,0.7
srv-0141,2026-08-10,22.6,33.6,29.7,70.4,81.3,77.5,744.6,1591.9,409.5,335.1,37.23,2.439,2.981,1.5,1.7
srv-0141,2026-08-11,28.2,44.0,38.4,72.5,80.2,77.5,687.6,1753.7,378.2,309.4,34.38,3.991,3.857,3.2,1.5
srv-0141,2026-08-12,26.5,43.8,37.8,72.5,81.4,78.3,801.6,1689.0,440.9,360.7,40.08,4.877,2.923,2.0,2.2
srv-0141,2026-08-13,21.7,27.5,25.5,71.3,85.7,80.7,896.3,2024.5,492.9,403.3,44.81,4.453,3.532,1.9,1.4
srv-0141,2026-08-14,21.2,33.7,29.4,70.3,84.4,79.4,693.0,1259.3,381.2,311.9,34.65,3.855,3.42,1.8,3.1
srv-0141,2026-08-15,12.2,17.4,15.6,66.8,75.9,72.7,372.6,1022.5,204.9,167.7,18.63,1.555,1.199,0.9,0.8
srv-0141,2026-08-16,13.7,21.3,18.6,66.7,77.1,73.5,380.2,907.8,209.1,171.1,19.01,2.677,1.395,2.3,1.4
srv-0141,2026-08-17,21.3,32.2,28.4,71.1,77.7,75.4,636.5,1412.4,350.1,286.4,31.82,4.033,2.264,3.6,2.0
srv-0141,2026-08-18,19.9,25.4,23.5,69.9,81.5,77.4,665.6,1449.5,366.1,299.5,33.28,4.148,3.337,2.6,3.2
srv-0141,2026-08-19,23.1,38.8,33.3,70.3,81.9,77.8,572.6,1476.5,314.9,257.7,28.63,3.694,3.518,2.6,3.3
srv-0141,2026-08-20,23.8,30.8,28.4,71.8,75.9,74.4,821.7,2041.9,451.9,369.7,41.08,4.366,3.927,3.3,1.6
srv-0141,2026-08-21,20.8,28.9,26.1,71.4,82.9,78.9,750.0,1913.1,412.5,337.5,37.5,3.71,2.088,1.9,1.0
srv-0141,2026-08-22,16.2,22.3,20.2,68.0,80.6,76.2,443.7,955.7,244.1,199.7,22.19,1.954,2.596,1.6,1.0
srv-0141,2026-08-23,17.1,24.6,22.0,67.8,81.3,76.6,640.1,1781.7,352.1,288.1,32.01,2.963,2.932,1.7,1.2
srv-0141,2026-08-24,20.1,32.9,28.4,70.2,83.1,78.5,626.0,1520.9,344.3,281.7,31.3,4.47,3.739,3.3,3.0
srv-0141,2026-08-25,25.1,31.4,29.2,71.6,81.4,78.0,619.8,1251.2,340.9,278.9,30.99,2.755,3.329,2.2,1.7
srv-0141,2026-08-26,25.9,35.0,31.8,72.5,76.8,75.3,674.3,1738.6,370.9,303.4,33.71,5.173,4.677,3.8,1.9
srv-0141,2026-08-27,21.8,64.1,49.3,70.1,74.6,73.0,580.8,2635.9,319.5,261.4,29.04,5.886,7.489,4.9,3.4
srv-0141,2026-08-28,23.7,34.4,30.7,70.7,82.4,78.3,601.9,1568.0,331.1,270.9,30.1,3.179,3.303,2.1,2.3
srv-0141,2026-08-29,13.1,20.7,18.0,67.2,80.2,75.6,478.0,983.7,262.9,215.1,23.9,2.918,1.28,1.2,0.9
srv-0141,2026-08-30,14.6,21.7,19.2,66.8,72.8,70.7,549.8,1470.6,302.4,247.4,27.49,2.86,2.478,1.3,1.1
srv-0141,2026-08-31,26.9,72.9,56.8,72.9,82.1,78.9,945.1,4261.3,519.8,425.3,47.25,10.827,10.08,7.5,5.1
srv-0141,2026-09-01,20.9,27.9,25.5,70.3,79.7,76.4,841.1,2107.1,462.6,378.5,42.06,3.476,2.267,2.0,1.5
srv-0141,2026-09-02,23.8,33.9,30.4,72.6,81.9,78.6,1034.8,2036.3,569.1,465.7,51.74,5.179,3.853,4.2,3.1
srv-0141,2026-09-03,21.6,27.1,25.2,69.9,85.2,79.8,751.0,1366.9,413.0,337.9,37.55,4.182,2.538,2.3,2.2
srv-0141,2026-09-04,26.3,43.2,37.3,72.7,88.5,82.9,1002.5,2136.9,551.4,451.1,50.12,5.009,2.856,3.3,1.5
srv-0141,2026-09-05,16.0,25.6,22.2,67.8,79.5,75.4,532.8,1046.6,293.1,239.8,26.64,1.949,2.283,1.2,1.5
srv-0141,2026-09-06,15.1,19.6,18.0,67.2,73.1,71.1,515.9,1210.9,283.7,232.2,25.8,2.816,1.596,1.3,1.4
srv-0144,2026-08-08,5.2,7.9,6.9,60.4,71.0,67.3,257.8,474.5,141.8,116.0,12.89,3.405,2.053,1.4,1.2
srv-0144,2026-08-09,6.6,11.2,9.6,61.6,66.3,64.7,429.4,1135.4,236.2,193.2,21.47,4.022,1.526,2.3,1.4
srv-0144,2026-08-10,8.3,13.2,11.5,63.8,68.6,66.9,427.2,778.1,235.0,192.2,21.36,6.431,2.138,2.5,0.8
srv-0144,2026-08-11,9.3,29.8,22.7,64.9,79.1,74.2,705.5,3425.4,388.0,317.5,35.27,8.834,3.883,5.3,2.0
srv-0144,2026-08-12,8.1,13.5,11.6,63.5,69.2,67.2,590.4,1271.1,324.7,265.7,29.52,6.391,3.146,3.2,2.0
srv-0144,2026-08-13,9.6,14.0,12.4,65.2,70.4,68.6,610.6,1261.4,335.8,274.8,30.53,6.53,2.524,3.2,1.4
srv-0144,2026-08-14,11.7,19.5,16.7,65.4,70.1,68.4,527.2,1400.8,289.9,237.2,26.36,5.941,3.098,3.7,2.5
srv-0144,2026-08-15,6.5,10.0,8.7,61.0,68.5,65.8,294.4,575.7,161.9,132.5,14.72,3.941,1.447,2.8,0.5
srv-0144,2026-08-16,5.3,7.7,6.9,60.8,68.6,65.8,354.1,819.4,194.8,159.4,17.71,4.625,2.111,3.1,1.9
srv-0144,2026-08-17,9.3,11.7,10.8,64.7,71.1,68.9,469.3,1294.5,258.1,211.2,23.47,5.33,1.753,4.1,0.9
srv-0144,2026-08-18,8.9,13.2,11.7,64.6,71.6,69.1,678.3,1418.2,373.1,305.2,33.92,7.011,3.585,3.2,2.7
srv-0144,2026-08-19,11.6,15.2,13.9,65.9,72.8,70.4,504.7,1200.6,277.6,227.1,25.24,4.779,3.945,2.7,1.7
srv-0144,2026-08-20,10.0,13.6,12.4,65.9,78.4,74.0,489.8,1036.4,269.4,220.4,24.49,6.007,2.628,4.2,2.1
srv-0144,2026-08-21,9.7,15.8,13.6,63.5,71.7,68.9,602.6,1105.8,331.4,271.2,30.13,4.939,3.071,4.5,1.4
